tweet_id,tweet,true_sentiment,sentiment_zero_shot_raw,sentiment_zero_shot_pred,sentiment_zero_shot_correct,sentiment_few_shot_raw,sentiment_few_shot_pred,sentiment_few_shot_correct,weak_topic_label,topic_zero_shot_raw,topic_zero_shot_pred,topic_zero_shot_correct,topic_system_role_raw,topic_system_role_pred,topic_system_role_correct,entity_zero_shot_raw,entity_structured_raw,entity_structured_json_valid,entity_structured_players,entity_structured_teams,entity_structured_venues
87,"Thus, the match referee and VAR referee decided that the Ecuadorian goal was offside. The bank accounts of the Qatar match referees should be monitored. #QatarWorldCup #WorldCup2022 #Ecuador",neutral,negative,negative,0,"Based on the tweet's content, I would classify its sentiment as:

Negative

The language used is critical and accusatory towards the referees, implying that they made a bad decision and suggesting that their actions may be motivated by personal gain. The tone is also somewhat angry and confrontational, which further reinforces the negative sentiment.",negative,0,Referees,Referees,Referees,1,'Referees',Referees,1,"Here are the extracted named entities:

1. Player names: None
2. Team/country names:
	* Ecuador
	* Qatar
3. Venue: None (mentioned is a specific match, but no venue is specified)","{""players"": [], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,[],"[""Ecuador"", ""Qatar""]",[]
88,Hard not to pick Brazil to win #WorldCup2022. Mane and Benzema missing hurts Senegal and France's chances. England is trending in the wrong direction. Serbia and Ghana are my dark horses. Did a bracket. #fun,negative,Neutral,neutral,0,"Based on the tweet, I would classify its sentiment as:

Neutral

Although the user expresses some opinions about the World Cup teams and their chances of winning, they also mention that it's ""just for fun"" (implied by the hashtag ""#fun"") and don't seem to be strongly invested in any particular outcome. The tone is casual and informative rather than emotional or persuasive.",neutral,0,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names:
	* Mane (presumably Sadio Mané, but first name not specified)
	* Benzema (Karim Benzema)

2. Team/country names:
	* Brazil
	* Senegal
	* France
	* England
	* Serbia
	* Ghana

3. Venue: None mentioned directly in the tweet.","{""players"": [""Mane"", ""Benzema""], ""teams"": [""Brazil"", ""Senegal"", ""France"", ""England"", ""Serbia"", ""Ghana""], ""venues"": []}",1,"[""Mane"", ""Benzema""]","[""Brazil"", ""Senegal"", ""France"", ""England"", ""Serbia"", ""Ghana""]",[]
89,VAR is killing the game of football. #QatarWorldCup2022 #WorldCup2022 #EcuadorvsQatar #ECUQAT,negative,Negative,negative,1,"Based on the tweet, I would classify its sentiment as:

Negative

The language used in the tweet, such as ""killing"" and ""disgrace"", indicates a strong negative emotion towards VAR. The hashtags also suggest that the user is expressing frustration or disappointment with the VAR system during the World Cup match.",negative,1,Referees,Match Play,Match Play,0,Referees,Referees,1,"Here are the extracted named entities:

1. Player Names:
	* None mentioned in this tweet.

2. Team/Country Names:
	* Ecuador
	* Qatar

3. Venues:
	* None mentioned in this tweet (the World Cup is often held at multiple venues, but none are specified in this particular tweet).","{""players"": [], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,[],"[""Ecuador"", ""Qatar""]",[]
90,"At this very moment, the fate of the Qatar team has been determined. Ecuador didn't come to play. If buying goals was allowed, the host team would have been saved. #FIFAWorldCup #WorldCup2022 #WorldcupQatar2022 #WorldCup #hweneaokyere #ghanablackstars",negative,negative,negative,1,"Based on the tweet's content and tone, I would classify its sentiment as:

Negative

Although the tweet mentions a positive event (the goal), it also expresses frustration and disappointment with the referee's performance and the perceived unfairness of the match. The overall tone is critical and disapproving, indicating a negative sentiment.",positive,0,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned directly, but ""hweneaokyere"" is likely a reference to Ghanaian footballer, Kwasi Owusu-Adjei (also known as Kwame Owusu Adjei), however I couldn't confirm this.
2. Team/country names:
	* Qatar
	* Ecuador
	* Ghana
3. Venue:
	* None mentioned directly, but implied to be the stadium in Qatar where the match took place.","{""players"": [], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,[],"[""Ecuador"", ""Qatar""]",[]
91,Looking at the wall chart….France Belgium &amp; Brazil Argentina semi finals for me with an Argentina France final. Argentina to win it. #WorldCup #WorldCup2022 #QatarWorldCup2022 #qatar #WorldcupQatar2022,positive,positive,positive,1,"Positive.

The tweet expresses enthusiasm and optimism about the upcoming World Cup, mentioning specific teams that the author thinks will do well and predicting a potential winner. The tone is excited and confident.",positive,1,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* France
	* Belgium
	* Brazil
	* Argentina
3. Venue:
	* Qatar (referring to the 2022 FIFA World Cup, which was held in Qatar)","{""players"": [""Argentina"", ""Brazil""], ""teams"": [""France"", ""Belgium"", ""Argentina"", ""Brazil""], ""venues"": []}",1,"[""Argentina"", ""Brazil""]","[""France"", ""Belgium"", ""Argentina"", ""Brazil""]",[]
92,Disappointing result for the hosting side Qatar as they lose their opening match against Ecuador. Enner Valencia scored a brace as Ecuador overpowered Qatar on Sunday in World Cup Group A opener. #WorldCup2022 #FIFAWorldCupQatar2022 #BetNaBongobomgo,negative,Negative,negative,1,The sentiment of the tweet is: negative,negative,1,Logistics/Hosting,Match Play,Match Play,0,Match Play,Match Play,0,"Here are the extracted named entities:

1. Player names:
	* Enner Valencia
2. Team/country names:
	* Qatar
	* Ecuador
3. Venue: 
	* (Not explicitly mentioned, but implied as the World Cup venue is in Qatar)","{""players"": [""Enner Valencia""], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,"[""Enner Valencia""]","[""Ecuador"", ""Qatar""]",[]
93,"⚽️Ecuador won the first match in #WorldCup2022 🥳Congrats to them! As well as our 8,000,000 $Bingo 🤩Winners for Goal Event!🎉 Due to there were no Player NFTs trigger Yellow Card and Red Card Events 7,000,000 $Bingo has been burnt #Tomorrowland #GameFi #FreeMint #BNBChain",positive,positive,positive,1,"The sentiment of the tweet is neutral. The text appears to be a promotional message for an event or game related to football (specifically, the World Cup), and it does not express any emotions or opinions about the match itself. It's more focused on announcing details and promoting a specific aspect of the event.",neutral,0,Referees,Logistics/Hosting,Logistics/Hosting,0,'Match Play',Match Play,0,"Here are the extracted named entities:

1. **Player Names:**
	* None mentioned in this tweet (as it's not about a specific player)
2. **Team/Country Names:**
	* Ecuador
3. **Venues:**
	* None mentioned in this tweet
4. **Other:**
	* World Cup 2022 (tournament/event, not a team or venue)","{""players"": [], ""teams"": [""Ecuador""], ""venues"": []}",1,[],"[""Ecuador""]",[]
94,Why am I getting this gut feeling that Senegal will go and lose to Ecuador after dropping all three points against Netherlands tomorrow? 😬😬😬 #WorldCup2022 #FIFAWorldCup #EndSARS,negative,Negative,negative,1,"Negative.

The tweet expresses a pessimistic sentiment about the team's chances of winning, using phrases like ""gut feeling"" and multiple crying emojis (😬), which convey anxiety and disappointment.",negative,1,Match Play,Referees,Referees,0,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* Senegal
	* Ecuador
	* Netherlands
3. Venue: 
	* None mentioned in this tweet, but it's implied that the next match will be played at a World Cup venue (not specified).","{""players"": [], ""teams"": [""Senegal"", ""Ecuador"", ""Netherlands""], ""venues"": []}",1,[],"[""Senegal"", ""Ecuador"", ""Netherlands""]",[]
95,So in my #WorldCup2022 pool I've got: Ecuador 🇪🇨 Australia 🇦🇺 France 🇫🇷 Spain 🇪🇸 Canada 🇨🇦 Croatia 🇭🇷 South Korea 🇰🇷 Uruguay 🇺🇾,neutral,Neutral,neutral,1,"Neutral.

The tweet is simply listing teams participating in a World Cup pool, without expressing any opinion or emotion.",neutral,1,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names: None mentioned in this tweet.
2. Team/country names:
   - Ecuador
   - Australia
   - France
   - Spain
   - Canada
   - Croatia
   - South Korea
   - Uruguay

3. Venue: None mentioned in this tweet.","{""players"": [""Ecuador"", ""Australia"", ""France"", ""Spain"", ""Canada"", ""Croatia"", ""South Korea"", ""Uruguay""], ""teams"": [""Ecuador"", ""Australia"", ""France"", ""Spain"", ""Canada"", ""Croatia"", ""South Korea"", ""Uruguay""], ""venues"": []}",1,"[""Ecuador"", ""Australia"", ""France"", ""Spain"", ""Canada"", ""Croatia"", ""South Korea"", ""Uruguay""]","[""Ecuador"", ""Australia"", ""France"", ""Spain"", ""Canada"", ""Croatia"", ""South Korea"", ""Uruguay""]",[]
96,Happy World Cup Day!!! Which of these soccer stars are going to score more goals in this upcoming World Cup? ⚽ 💥 Paradise Breaks with two absolute bangers 🔥🔥🔥 Mbappe' or Neymar? #worldcup2022 #worldcupqatar2022 #neymar #mbappe #worldcup #soccercards,positive,positive,positive,1,"Positive.

The tweet contains enthusiastic language, such as ""Happy World Cup Day!!!"", and expresses excitement about the upcoming match, with emojis like ⚽ 💥 🔥🔥🔥 indicating a positive tone. The comparison of two soccer stars also suggests a sense of anticipation and optimism.",positive,1,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names:
	* Mbappe
	* Neymar
2. Team/Country names:
	* None explicitly mentioned, but implied as part of the World Cup context.
3. Venue:
	* Qatar (implied by ""World Cup Qatar 2022"")","{""players"": [""Mbappe"", ""Neymar""], ""teams"": [], ""venues"": []}",1,"[""Mbappe"", ""Neymar""]",[],[]
97,"Germany vs Japan Live Stream, Live On:@LinkBoxing 🆚Germany vs Japan 🗓️Wednesday, November 23, 2022 ⏰1:00 PM GMT 🏟️Khalifa International Stadium, Doha, Qatar 🏆FIFA World Cup 2022 #Germany #FIFAWorldCup2022 #GermanyvsJapan #Qatar2022 #WorldCup2022 #Japan",neutral,Neutral,neutral,1,"Based on the tweet's content, I would classify its sentiment as:

positive

Although the tweet is primarily informative about a live stream and match details, it ends with several hashtags related to FIFA World Cup 2022, which suggests excitement and enthusiasm for the event. The tone of the tweet seems energetic and anticipatory, indicating a positive sentiment.",positive,0,Logistics/Hosting,Match Play,Match Play,0,Logistics/Hosting,Logistics/Hosting,1,"Here are the extracted named entities:

1. Player names: None mentioned in this tweet.
2. Team/country names:
	* Germany
	* Japan
3. Venue:
	* Khalifa International Stadium
4. Event:
	* FIFA World Cup 2022","{""players"": [], ""teams"": [""Germany"", ""Japan""], ""venues"": [""Khalifa International Stadium, Doha, Qatar""]}",1,[],"[""Germany"", ""Japan""]","[""Khalifa International Stadium, Doha, Qatar""]"
98,"What's in store on Day 2 of the #WorldCup2022? Check out our daily round-up piece to view all of the best bets, tips and odds for the England vs Iran, Senegal vs Netherlands, and USA vs Wales games ⚽️ BeGambleAware +18",neutral,Neutral,neutral,1,"Based on the tweet's content, I would classify its sentiment as neutral. The tweet is providing factual information about the World Cup schedule and does not express any opinion or emotion. It appears to be a promotional message for a betting piece, but it doesn't convey a positive or negative tone.",positive,0,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* England
	* Iran
	* Senegal
	* Netherlands
	* USA
	* Wales
3. Venue: 
	* None mentioned in this tweet (the World Cup is a global tournament, but no specific venue is specified).","{""players"": [], ""teams"": [""England"", ""Iran"", ""Senegal"", ""Netherlands"", ""USA"", ""Wales""], ""venues"": []}",1,[],"[""England"", ""Iran"", ""Senegal"", ""Netherlands"", ""USA"", ""Wales""]",[]
99,The historic match between Germany and Brazil. I remember a night where many Brazilian fans cried. Do you remember this night? #Worlds2022 #WorldCup2022 #Qatar2022 #Qatar #QatarWorldCup2022 #Cup #FIFAWorldCup #FIFAWorldCup2022,positive,Neutral,neutral,0,"The sentiment of the tweet is: positive

Although the tweet mentions a ""historic match"" and a night where Brazilian fans cried, it's framed as a nostalgic and possibly sentimental memory rather than a negative experience. The tone is reflective and celebratory, suggesting that the overall sentiment is positive.",positive,1,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* Germany
	* Brazil
3. Venues:
	* Qatar (referring to the 2022 FIFA World Cup venue)","{""players"": [], ""teams"": [""Germany"", ""Brazil""], ""venues"": []}",1,[],"[""Germany"", ""Brazil""]",[]
100,🏆World Cup 2022🏆 Today’s Matches: 🔸England vs Iran 🔸Senegal vs Netherlands 🔸USA vs Wales Who will take the lead in Groups A &amp; B?🤔 #WorldCup2022 #WorldcupQatar2022,neutral,Neutral,neutral,1,"The sentiment of the tweet is neutral. The tweet appears to be a factual announcement about the World Cup matches, without expressing any opinion or emotion.",neutral,1,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player Names:
	* None mentioned directly, but teams are mentioned.
2. Team/Country Names:
	* England
	* Iran
	* Senegal
	* Netherlands
	* USA
	* Wales
3. Venues:
	* Qatar (implied by ""World Cup 2022"" and ""Qatar 2022"", but not explicitly mentioned as a venue)
4. Other:
	* World Cup","{""players"": [], ""teams"": [""England"", ""Iran"", ""Senegal"", ""Netherlands"", ""USA"", ""Wales""], ""venues"": []}",1,[],"[""England"", ""Iran"", ""Senegal"", ""Netherlands"", ""USA"", ""Wales""]",[]
